student_id,light_week_max,heavy_week_max,reading_hours,essay_presentation_hours,weekly_short_hours,weekly_long_hours,project_hours,easy_midterm_hours,hard_midterm_hours,easy_final_hours,hard_final_hours,capstone_hours,heavy_light_ratio
0,8.235189499371662,11.599220057838838,4.054017581159251,6.338211530391197,2.5854498378502306,6.038129137085581,13.219110442853527,4.762115208819747,11.155910056494125,5.283727490053871,14.84102026998781,20.87199366114853,1.4084945647248657
1,14.197310037565654,39.53468903282992,1.2755235562504135,5.350172820806156,0.7228017481365456,0.6257307005030728,2.9634060075837274,3.040400837670922,5.819684026907147,2.5989328671713197,7.985186510774245,22.380253170516283,2.784660414089846
2,10.579220046302703,28.917600101895644,0.5488436871504472,9.27315430633653,3.985491998396201,5.003490649537642,4.960515881794933,5.044400927263148,20.31203378469016,10.416706172182346,19.738128896844895,33.86999519902944,2.7334338677044623
3,21.72595518752336,30.665733552327662,0.9125744509051181,5.1603094585046785,0.8500227203843991,4.881918975725476,8.44769752953477,10.055635958450853,24.143854302436743,14.664825070686717,34.808274818220816,8.524466465385261,1.4114791674825422
4,8.494134330619778,30.364569577067808,2.254082190805985,6.150371170856969,0.9372956220599022,8.682223119324886,7.811467994384785,5.12536959094435,12.913098321936278,5.359737881853576,18.12907970526882,17.33073597785284,3.5747688723076005
5,3.9949400061269995,14.528608951913705,1.0201022289858508,3.1011008481281945,0.7591926967602509,1.9781076822365824,1.6742763759666495,5.61050152990113,13.778629932258847,6.152977700832089,13.903182032507292,19.742223731927474,3.636752064581511
6,8.098670939103958,9.43402550243653,4.449643499813717,6.148466426192113,3.1828101293312683,5.322594156213266,14.561221138360208,5.565570677768382,12.239396945620095,4.8798181837431285,12.363979226537232,15.465845722890759,1.1648856224049393
7,6.755914774999735,20.659831864335697,2.017080783949157,6.173149886642501,0.9680191354986248,4.244279399618779,7.430347881898727,3.9259586553096426,7.932254815653187,3.7138662337550095,8.972847982315887,51.31433743937074,3.0580358832754255
8,13.987032378278624,48.73329018705929,1.4821230838027313,3.4884419869156287,0.71522313398268,14.875000569548442,16.0930097837413,2.1105980674287212,6.623878193051379,2.0710989608111885,12.867686238106119,38.36286498653744,3.484176370290243
9,20.341595901254532,30.469281079096618,1.2358594453730156,4.7121540305400575,0.73286385077209,5.586373987352777,7.698470908672138,9.753852236521634,24.568198321344443,15.044335188673585,36.13423381483641,8.373178735794955,1.4978805364694587
10,21.67874491847691,31.213332711411397,1.2653142612008337,4.625217320913639,1.1882575399811655,4.45967506316704,8.986243211301089,10.116842339523961,22.64626283498838,14.441287608756028,37.18802332888213,7.717199015434068,1.4398127008263937
